  
Weight percent  	      Group : 210830        	  Sample : 210830_0013_QNT  	 Page 	  1 	  
  
   No. 	   SiO2  	   TiO2  	   Al2O3 	   FeO   	   MnO   	   MgO   	   CaO   	   Na2O  	   K2O   	   P2O5  	   Cr2O3 	   NiO   	  Total  	Comment   
  185  	GProbe Mitte Grid 010x011 Grid 020x021	  6363.00	  6173.00	330751.00	    92.00	  2547.00	   757.00	  1709.00	   856.00	  3351.00	   364.00	   491.00	  1178.00	   193.00	     0.00	   367.00	    47.00	  1462.00	   428.00	   938.00	   387.00	   986.00	   201.00	   279.00	   670.00	   126.00	   315.00	   461.00	    47.00	  1266.00	   389.00	   833.00	   527.00	  1043.00	   149.00	   235.00	   625.00	 
  187  	GProbe Mitte Grid 010x011 Grid 020x021	  6422.00	  6163.00	330933.00	    88.00	  2673.00	   834.00	  1813.00	   648.00	  1612.00	   378.00	   461.00	  1248.00	   180.00	     0.00	   366.00	    40.00	  1448.00	   444.00	   929.00	   252.00	   769.00	   179.00	   315.00	   671.00	   143.00	   354.00	   428.00	    47.00	  1219.00	   359.00	   807.00	   218.00	   684.00	   175.00	   234.00	   557.00	 
  188  	GProbe Mitte Grid 010x011 Grid 020x021	  6557.00	  7109.00	333243.00	   106.00	  2621.00	   829.00	  1717.00	   571.00	  1441.00	   360.00	   553.00	  1238.00	   173.00	     0.00	   379.00	    44.00	  1375.00	   459.00	   902.00	   205.00	   813.00	   204.00	   283.00	   664.00	   132.00	   343.00	   472.00	    37.00	  1173.00	   472.00	   812.00	   152.00	   676.00	   180.00	   238.00	   592.00	 
  190  	GProbe Mitte Grid 010x011 Grid 020x021	  6755.00	  6634.00	330568.00	    74.00	  2698.00	   784.00	  1642.00	   878.00	  1486.00	   353.00	   527.00	  1240.00	   175.00	     0.00	   346.00	    43.00	  1379.00	   413.00	   902.00	   251.00	   754.00	   205.00	   292.00	   666.00	   134.00	   386.00	   428.00	    42.00	  1275.00	   366.00	   837.00	   210.00	   668.00	   172.00	   237.00	   578.00	 
  191  	GProbe Mitte Grid 010x011 Grid 020x021	  6411.00	  6327.00	330154.00	    93.00	  2657.00	   839.00	  1686.00	   624.00	  1508.00	   342.00	   496.00	  1271.00	   178.00	     0.00	   348.00	    37.00	  1438.00	   402.00	   855.00	   306.00	   763.00	   197.00	   285.00	   650.00	   134.00	   317.00	   447.00	    43.00	  1282.00	   414.00	   777.00	   195.00	   698.00	   178.00	   222.00	   563.00	 
  193  	GProbe Mitte Grid 010x011 Grid 020x021	  6427.00	  4483.00	331401.00	    96.00	  2659.00	   775.00	  1659.00	   665.00	  1582.00	   340.00	   559.00	  1184.00	   159.00	     0.00	   367.00	    47.00	  1374.00	   424.00	   920.00	   230.00	   806.00	   185.00	   283.00	   668.00	   104.00	   336.00	   422.00	    41.00	  1232.00	   369.00	   798.00	   137.00	   730.00	   169.00	   248.00	   546.00	 
  194  	GProbe Mitte Grid 010x011 Grid 020x021	  6210.00	  9577.00	332949.00	    94.00	  2602.00	   749.00	  1673.00	   641.00	  1602.00	   339.00	   488.00	  1211.00	   183.00	     0.00	   356.00	    51.00	  1414.00	   398.00	   904.00	   236.00	   895.00	   195.00	   274.00	   654.00	   130.00	   337.00	   433.00	    40.00	  1271.00	   438.00	   818.00	   164.00	   687.00	   163.00	   213.00	   613.00	 
  196  	GProbe Mitte Grid 010x011 Grid 020x021	  6379.00	  7608.00	329429.00	   106.00	  2492.00	   822.00	  1685.00	   665.00	  1566.00	   360.00	   512.00	  1209.00	   172.00	     0.00	   371.00	    44.00	  1438.00	   403.00	   849.00	   244.00	   821.00	   208.00	   294.00	   634.00	   130.00	   360.00	   450.00	    35.00	  1241.00	   358.00	   771.00	   220.00	   773.00	   183.00	   247.00	   543.00	 
  197  	GProbe Mitte Grid 010x011 Grid 020x021	  6519.00	  4788.00	324924.00	    91.00	  2630.00	   749.00	  1697.00	   598.00	  1695.00	   357.00	   532.00	  1202.00	   170.00	     0.00	   365.00	    43.00	  1411.00	   413.00	   862.00	   298.00	   884.00	   181.00	   292.00	   627.00	   129.00	   329.00	   416.00	    46.00	  1193.00	   397.00	   756.00	   310.00	   867.00	   163.00	   242.00	   607.00	 
  199  	GProbe Mitte Grid 010x011 Grid 020x021	  6736.00	  6984.00	323994.00	    95.00	  2607.00	   794.00	  1731.00	  1042.00	  1601.00	   350.00	   483.00	  1200.00	   182.00	     0.00	   365.00	    38.00	  1391.00	   423.00	   901.00	   312.00	   827.00	   190.00	   293.00	   662.00	   158.00	   381.00	   439.00	    38.00	  1191.00	   404.00	   747.00	   215.00	   672.00	   164.00	   187.00	   595.00	 
  200  	GProbe Mitte Grid 010x011 Grid 020x021	  6598.00	  6429.00	324151.00	    96.00	  2654.00	   734.00	  1648.00	   693.00	  1707.00	   361.00	   510.00	  1206.00	   160.00	     0.00	   330.00	    40.00	  1457.00	   419.00	   891.00	   338.00	   868.00	   172.00	   267.00	   609.00	   163.00	   345.00	   397.00	    38.00	  1264.00	   372.00	   773.00	   206.00	   877.00	   165.00	   237.00	   557.00	 
  202  	GProbe Mitte Grid 010x011 Grid 020x021	  6563.00	  5135.00	325067.00	    96.00	  2588.00	   774.00	  1623.00	   684.00	  1593.00	   360.00	   495.00	  1180.00	   181.00	     0.00	   362.00	    31.00	  1409.00	   404.00	   880.00	   247.00	   773.00	   182.00	   262.00	   671.00	   140.00	   337.00	   442.00	    36.00	  1254.00	   365.00	   791.00	   205.00	   701.00	   165.00	   249.00	   551.00	 
  203  	GProbe Mitte Grid 010x011 Grid 020x021	  6483.00	  5774.00	326159.00	   109.00	  2636.00	   805.00	  1630.00	   647.00	  1486.00	   352.00	   488.00	  1197.00	   189.00	     0.00	   345.00	    45.00	  1447.00	   459.00	   895.00	   191.00	   733.00	   181.00	   271.00	   640.00	   151.00	   338.00	   439.00	    37.00	  1226.00	   387.00	   753.00	   161.00	   767.00	   186.00	   233.00	   549.00	 
  204  	GProbe Mitte Grid 010x011 Grid 020x021	  6412.00	  3916.00	326825.00	    92.00	  2613.00	   826.00	  1651.00	   563.00	  1564.00	   339.00	   470.00	  1204.00	   210.00	     0.00	   374.00	    48.00	  1440.00	   408.00	   862.00	   218.00	   782.00	   191.00	   297.00	   623.00	   141.00	   344.00	   448.00	    38.00	  1251.00	   405.00	   791.00	   263.00	   721.00	   161.00	   239.00	   576.00	 
  205  	GProbe Mitte Grid 010x011 Grid 020x021	  6523.00	  6053.00	326380.00	    84.00	  2481.00	   824.00	  1641.00	   767.00	  2128.00	   360.00	   471.00	  1173.00	   195.00	     0.00	   367.00	    39.00	  1390.00	   415.00	   886.00	   413.00	  1004.00	   189.00	   255.00	   651.00	   162.00	   321.00	   447.00	    42.00	  1197.00	   355.00	   754.00	   375.00	   810.00	   157.00	   235.00	   598.00	 
  206  	GProbe Mitte Grid 010x011 Grid 020x021	  6314.00	  4764.00	327989.00	    88.00	  2622.00	   803.00	  1668.00	   640.00	  1705.00	   340.00	   515.00	  1238.00	   174.00	     0.00	   380.00	    30.00	  1479.00	   365.00	   896.00	   183.00	   815.00	   203.00	   296.00	   648.00	   113.00	   367.00	   436.00	    43.00	  1318.00	   405.00	   743.00	   159.00	   768.00	   166.00	   241.00	   576.00	 
  208  	GProbe Mitte Grid 010x011 Grid 020x021	  6390.00	  8886.00	326732.00	    98.00	  2691.00	   764.00	  1628.00	   805.00	  1573.00	   338.00	   532.00	  1193.00	   176.00	     0.00	   354.00	    37.00	  1417.00	   451.00	   899.00	   285.00	   791.00	   186.00	   281.00	   657.00	   153.00	   365.00	   470.00	    37.00	  1256.00	   412.00	   811.00	   316.00	   776.00	   179.00	   234.00	   558.00	 
  209  	GProbe Mitte Grid 010x011 Grid 020x021	  6658.00	  6576.00	327851.00	    93.00	  2655.00	   783.00	  1708.00	   787.00	  1550.00	   333.00	   540.00	  1224.00	   157.00	     0.00	   337.00	    50.00	  1442.00	   444.00	   851.00	   343.00	   831.00	   203.00	   278.00	   635.00	   125.00	   355.00	   409.00	    33.00	  1240.00	   404.00	   781.00	   190.00	   732.00	   164.00	   257.00	   590.00	 
  211  	GProbe Mitte Grid 010x011 Grid 020x021	  6237.00	  4360.00	327526.00	    91.00	  2708.00	   788.00	  1693.00	   651.00	  1519.00	   341.00	   488.00	  1178.00	   195.00	     0.00	   367.00	    45.00	  1490.00	   370.00	   940.00	   235.00	   752.00	   196.00	   273.00	   624.00	   135.00	   351.00	   501.00	    23.00	  1214.00	   388.00	   798.00	   191.00	   710.00	   148.00	   215.00	   598.00	 
  212  	GProbe Mitte Grid 010x011 Grid 020x021	  6564.00	  7424.00	324175.00	    89.00	  2653.00	   779.00	  1686.00	   593.00	  1514.00	   345.00	   502.00	  1187.00	   176.00	     0.00	   345.00	    41.00	  1416.00	   456.00	   894.00	   202.00	   793.00	   185.00	   261.00	   631.00	   155.00	   362.00	   429.00	    39.00	  1209.00	   365.00	   813.00	   172.00	   761.00	   156.00	   228.00	   585.00	 
  214  	GProbe Mitte Grid 010x011 Grid 020x021	  6459.00	  6703.00	327217.00	    97.00	  2609.00	   797.00	  1675.00	   667.00	  1531.00	   319.00	   477.00	  1227.00	   155.00	     0.00	   367.00	    38.00	  1495.00	   414.00	   907.00	   196.00	   791.00	   202.00	   275.00	   629.00	   167.00	   355.00	   448.00	    46.00	  1233.00	   414.00	   800.00	   150.00	   809.00	   188.00	   215.00	   545.00	 
  215  	GProbe Mitte Grid 010x011 Grid 020x021	  6441.00	  6048.00	327026.00	   105.00	  2643.00	   785.00	  1715.00	   760.00	  2086.00	   343.00	   491.00	  1138.00	   182.00	     0.00	   361.00	    36.00	  1391.00	   435.00	   807.00	   344.00	   891.00	   190.00	   268.00	   577.00	   122.00	   308.00	   460.00	    45.00	  1193.00	   403.00	   755.00	   280.00	   700.00	   184.00	   242.00	   567.00	 
  217  	GProbe Mitte Grid 010x011 Grid 020x021	  6397.00	  4779.00	327536.00	   104.00	  2656.00	   779.00	  1685.00	  1072.00	  1853.00	   323.00	   475.00	  1155.00	   161.00	     0.00	   363.00	    48.00	  1341.00	   387.00	   841.00	   385.00	  1051.00	   193.00	   243.00	   643.00	   143.00	   371.00	   456.00	    37.00	  1198.00	   424.00	   756.00	   228.00	   905.00	   178.00	   211.00	   564.00	 
  218  	GProbe Mitte Grid 010x011 Grid 020x021	  6331.00	  5748.00	327480.00	   101.00	  2626.00	   758.00	  1716.00	   861.00	  1663.00	   353.00	   486.00	  1174.00	   175.00	     0.00	   341.00	    52.00	  1394.00	   395.00	   901.00	   233.00	   857.00	   189.00	   280.00	   644.00	   132.00	   349.00	   442.00	    40.00	  1238.00	   375.00	   754.00	   218.00	   779.00	   203.00	   241.00	   594.00	 
  220  	GProbe Mitte Grid 010x011 Grid 020x021	  6521.00	  5647.00	326976.00	   109.00	  2664.00	   788.00	  1682.00	   655.00	  1475.00	   327.00	   529.00	  1131.00	   156.00	     0.00	   359.00	    43.00	  1373.00	   442.00	   853.00	   203.00	   733.00	   191.00	   255.00	   594.00	   130.00	   350.00	   447.00	    50.00	  1233.00	   376.00	   748.00	   163.00	   705.00	   160.00	   225.00	   593.00	 
  221  	GProbe Mitte Grid 010x011 Grid 020x021	  6598.00	  6231.00	327765.00	    91.00	  2689.00	   798.00	  1753.00	   616.00	  1626.00	   352.00	   543.00	  1146.00	   180.00	     0.00	   351.00	    44.00	  1380.00	   417.00	   912.00	   183.00	   904.00	   196.00	   262.00	   639.00	   135.00	   387.00	   424.00	    43.00	  1228.00	   415.00	   767.00	   149.00	   761.00	   166.00	   227.00	   605.00	 
  223  	GProbe Mitte Grid 010x011 Grid 020x021	  6425.00	 13113.00	325145.00	   110.00	  2650.00	   827.00	  1687.00	   684.00	  1621.00	   318.00	   495.00	  1175.00	   181.00	     0.00	   353.00	    50.00	  1458.00	   393.00	   834.00	   238.00	   830.00	   199.00	   266.00	   665.00	   163.00	   357.00	   464.00	    40.00	  1230.00	   355.00	   801.00	   176.00	   729.00	   163.00	   213.00	   540.00	 
  224  	GProbe Mitte Grid 010x011 Grid 020x021	  6420.00	  5709.00	328406.00	   107.00	  2572.00	   774.00	  1675.00	   550.00	  1453.00	   327.00	   480.00	  1199.00	   197.00	     0.00	   344.00	    49.00	  1385.00	   436.00	   847.00	   193.00	   770.00	   182.00	   259.00	   624.00	   137.00	   356.00	   454.00	    35.00	  1227.00	   348.00	   826.00	   148.00	   719.00	   162.00	   237.00	   562.00	 
  226  	GProbe Mitte Grid 010x011 Grid 020x021	  6500.00	  5494.00	328497.00	   103.00	  2592.00	   779.00	  1725.00	   736.00	  1493.00	   353.00	   509.00	  1186.00	   174.00	     0.00	   337.00	    38.00	  1390.00	   422.00	   875.00	   250.00	   781.00	   205.00	   285.00	   673.00	   144.00	   337.00	   396.00	    32.00	  1276.00	   353.00	   789.00	   192.00	   706.00	   160.00	   205.00	   588.00	 
  227  	GProbe Mitte Grid 010x011 Grid 020x021	  6542.00	  5201.00	329739.00	    98.00	  2604.00	   813.00	  1692.00	   636.00	  1523.00	   330.00	   474.00	  1187.00	   202.00	     0.00	   300.00	    39.00	  1419.00	   402.00	   880.00	   209.00	   795.00	   194.00	   303.00	   673.00	   119.00	   317.00	   454.00	    41.00	  1255.00	   392.00	   750.00	   163.00	   734.00	   164.00	   250.00	   555.00	 
  229  	GProbe Mitte Grid 010x011 Grid 020x021	  6504.00	  7248.00	326933.00	    94.00	  2680.00	   839.00	  1637.00	   669.00	  1535.00	   345.00	   476.00	  1211.00	   163.00	     0.00	   360.00	    39.00	  1412.00	   455.00	   859.00	   181.00	   802.00	   173.00	   278.00	   642.00	   114.00	   351.00	   462.00	    44.00	  1237.00	   396.00	   799.00	   197.00	   710.00	   178.00	   222.00	   581.00	 
  230  	GProbe Mitte Grid 010x011 Grid 020x021	  6722.00	  7096.00	323870.00	   104.00	  2555.00	   754.00	  1651.00	   628.00	  1425.00	   347.00	   511.00	  1244.00	   197.00	     0.00	   340.00	    58.00	  1413.00	   405.00	   887.00	   197.00	   752.00	   196.00	   267.00	   618.00	   134.00	   364.00	   462.00	    39.00	  1200.00	   400.00	   739.00	   171.00	   669.00	   156.00	   244.00	   548.00	 
  232  	GProbe Mitte Grid 010x011 Grid 020x021	  6654.00	  3497.00	325891.00	    95.00	  2597.00	   722.00	  1708.00	   588.00	  1474.00	   313.00	   489.00	  1175.00	   207.00	     0.00	   359.00	    48.00	  1418.00	   417.00	   890.00	   213.00	   781.00	   190.00	   288.00	   631.00	   133.00	   342.00	   418.00	    43.00	  1178.00	   378.00	   768.00	   169.00	   699.00	   160.00	   228.00	   600.00	 
  233  	GProbe Mitte Grid 010x011 Grid 020x021	  6529.00	  7080.00	325836.00	   111.00	  2592.00	   851.00	  1671.00	   609.00	  1458.00	   369.00	   520.00	  1183.00	   173.00	     0.00	   374.00	    43.00	  1496.00	   419.00	   894.00	   205.00	   749.00	   184.00	   267.00	   594.00	   130.00	   361.00	   417.00	    42.00	  1209.00	   382.00	   748.00	   151.00	   692.00	   188.00	   236.00	   555.00	 
  235  	GProbe Mitte Grid 010x011 Grid 020x021	  6657.00	  5819.00	326003.00	    99.00	  2576.00	   816.00	  1643.00	   676.00	  1481.00	   325.00	   498.00	  1238.00	   198.00	     0.00	   363.00	    52.00	  1400.00	   427.00	   861.00	   178.00	   795.00	   169.00	   268.00	   629.00	   132.00	   374.00	   416.00	    41.00	  1172.00	   402.00	   797.00	   175.00	   678.00	   193.00	   235.00	   563.00	 
  236  	GProbe Mitte Grid 010x011 Grid 020x021	  6751.00	  5610.00	325171.00	   102.00	  2594.00	   811.00	  1649.00	   625.00	  1481.00	   361.00	   456.00	  1198.00	   170.00	     0.00	   369.00	    37.00	  1401.00	   422.00	   966.00	   187.00	   783.00	   170.00	   284.00	   625.00	   130.00	   378.00	   442.00	    30.00	  1209.00	   422.00	   764.00	   144.00	   705.00	   157.00	   222.00	   590.00	 
  238  	GProbe Mitte Grid 010x011 Grid 020x021	  6462.00	  4523.00	325882.00	    90.00	  2663.00	   743.00	  1642.00	   571.00	  1497.00	   351.00	   524.00	  1175.00	   188.00	     0.00	   347.00	    46.00	  1438.00	   396.00	   877.00	   180.00	   812.00	   169.00	   278.00	   609.00	   130.00	   338.00	   449.00	    50.00	  1225.00	   402.00	   759.00	   173.00	   765.00	   173.00	   223.00	   569.00	 
  239  	GProbe Mitte Grid 010x011 Grid 020x021	  6496.00	  6152.00	325094.00	   102.00	  2655.00	   778.00	  1674.00	   674.00	  1514.00	   353.00	   500.00	  1246.00	   173.00	     0.00	   337.00	    46.00	  1375.00	   410.00	   851.00	   190.00	   797.00	   192.00	   292.00	   642.00	   131.00	   357.00	   437.00	    45.00	  1227.00	   402.00	   824.00	   172.00	   712.00	   194.00	   228.00	   618.00	 
  241  	GProbe Mitte Grid 010x011 Grid 020x021	  6507.00	  4352.00	326074.00	   112.00	  2502.00	   770.00	  1661.00	   643.00	  1539.00	   336.00	   470.00	  1208.00	   179.00	     0.00	   351.00	    45.00	  1350.00	   415.00	   871.00	   203.00	   770.00	   191.00	   261.00	   597.00	   159.00	   370.00	   440.00	    33.00	  1184.00	   350.00	   792.00	   194.00	   745.00	   164.00	   221.00	   524.00	 
  242  	GProbe Mitte Grid 010x011 Grid 020x021	  6253.00	  5863.00	328231.00	    90.00	  2732.00	   767.00	  1695.00	   653.00	  1505.00	   351.00	   510.00	  1245.00	   204.00	     0.00	   398.00	    41.00	  1407.00	   435.00	   875.00	   195.00	   797.00	   163.00	   282.00	   606.00	   132.00	   332.00	   447.00	    40.00	  1264.00	   388.00	   735.00	   163.00	   749.00	   166.00	   208.00	   559.00	 
  244  	GProbe Mitte Grid 010x011 Grid 020x021	  6753.00	  4592.00	328107.00	    91.00	  2651.00	   788.00	  1680.00	   671.00	  1456.00	   383.00	   509.00	  1170.00	   164.00	     0.00	   367.00	    39.00	  1464.00	   399.00	   932.00	   171.00	   693.00	   195.00	   282.00	   652.00	   140.00	   337.00	   458.00	    32.00	  1230.00	   407.00	   787.00	   161.00	   650.00	   169.00	   249.00	   543.00	 
  245  	GProbe Mitte Grid 010x011 Grid 020x021	  6530.00	  4319.00	326523.00	   100.00	  2677.00	   816.00	  1620.00	   611.00	  1433.00	   335.00	   480.00	  1191.00	   181.00	     0.00	   353.00	    37.00	  1477.00	   421.00	   870.00	   170.00	   762.00	   205.00	   269.00	   637.00	   133.00	   360.00	   440.00	    35.00	  1183.00	   433.00	   815.00	   146.00	   685.00	   167.00	   252.00	   558.00	 
  247  	GProbe Mitte Grid 010x011 Grid 020x021	  6466.00	  4755.00	319518.00	    91.00	  2654.00	   796.00	  1650.00	   613.00	  1423.00	   318.00	   486.00	  1106.00	   183.00	     0.00	   344.00	    46.00	  1458.00	   398.00	   849.00	   182.00	   787.00	   173.00	   265.00	   583.00	   119.00	   331.00	   398.00	    45.00	  1134.00	   452.00	   797.00	   124.00	   718.00	   146.00	   227.00	   572.00	 
  248  	GProbe Mitte Grid 010x011 Grid 020x021	  6198.00	  6756.00	318993.00	    84.00	  2548.00	   819.00	  1597.00	   580.00	  1445.00	   348.00	   463.00	  1154.00	   148.00	     0.00	   359.00	    36.00	  1496.00	   372.00	   874.00	   186.00	   760.00	   181.00	   264.00	   592.00	   127.00	   370.00	   434.00	    37.00	  1259.00	   425.00	   791.00	   142.00	   717.00	   163.00	   217.00	   545.00	 
  250  	GProbe Mitte Grid 010x011 Grid 020x021	  6347.00	  5418.00	319468.00	    82.00	  2597.00	   801.00	  1642.00	   609.00	  1470.00	   356.00	   469.00	  1143.00	   175.00	     0.00	   342.00	    47.00	  1453.00	   399.00	   849.00	   183.00	   797.00	   160.00	   296.00	   614.00	   145.00	   337.00	   463.00	    45.00	  1230.00	   363.00	   747.00	   155.00	   655.00	   167.00	   195.00	   534.00	 
  251  	GProbe Mitte Grid 010x011 Grid 020x021	  6191.00	  5872.00	318828.00	   107.00	  2542.00	   762.00	  1648.00	   651.00	  1500.00	   363.00	   453.00	  1097.00	   172.00	     0.00	   350.00	    40.00	  1418.00	   412.00	   901.00	   188.00	   765.00	   173.00	   257.00	   607.00	   137.00	   332.00	   418.00	    49.00	  1228.00	   382.00	   757.00	   176.00	   705.00	   174.00	   246.00	   549.00	 
  253  	GProbe Mitte Grid 010x011 Grid 020x021	  6197.00	  9771.00	315922.00	    94.00	  2650.00	   766.00	  1592.00	   629.00	  1498.00	   344.00	   503.00	  1192.00	   164.00	     0.00	   352.00	    45.00	  1420.00	   407.00	   923.00	   198.00	   774.00	   202.00	   309.00	   585.00	   141.00	   344.00	   446.00	    34.00	  1181.00	   358.00	   788.00	   205.00	   712.00	   164.00	   227.00	   548.00	 
  254  	GProbe Mitte Grid 010x011 Grid 020x021	  6390.00	  7320.00	318214.00	    88.00	  2493.00	   782.00	  1606.00	   641.00	  1430.00	   337.00	   484.00	  1145.00	   171.00	     0.00	   381.00	    37.00	  1360.00	   395.00	   854.00	   177.00	   750.00	   203.00	   279.00	   630.00	   134.00	   335.00	   434.00	    51.00	  1175.00	   400.00	   813.00	   164.00	   669.00	   159.00	   212.00	   583.00	 
